user_id,grade_id,role,coin,score,streak,days_since_last_study,vip_days_remaining,is_vip_active,unit_progress_percent,section_progress_percent,active_days_7d,active_days_14d,active_days_30d,lessons_completed_7d,lessons_completed_14d,lessons_completed_30d,questions_answered_7d,questions_answered_14d,questions_answered_30d,accuracy_7d,accuracy_14d,accuracy_30d,avg_attempt_count_7d,coins_earned_7d,coins_earned_30d,writing_eval_count_30d,speaking_eval_count_30d,avg_writing_ai_score_30d,avg_speaking_ai_score_30d,skip_item_quantity,listening_accuracy_30d,speaking_accuracy_30d,reading_accuracy_30d,writing_accuracy_30d,vocabulary_accuracy_30d,grammar_accuracy_30d,strong_skill,weak_skill,trend_label
114,9,USER,176,1253,11,3,0,0,61.6,78.5,3,7,13,6,12,23,25,56,88,59.0,61.2,64.1,1.72,88,208,2,4,87.3,51.8,0,67.6,56.4,49.7,82.3,50.8,72.8,writing,reading,STABLE
115,3,USER,36,1265,2,2,0,0,54.3,56.1,2,5,7,3,5,10,16,36,81,34.4,32.5,38.7,1.76,26,78,0,1,0.0,36.9,0,44.1,43.5,40.3,72.2,13.7,36.8,writing,vocabulary,STABLE
116,12,USER,0,1820,12,3,0,0,67.7,68.5,5,10,12,6,10,23,46,86,170,39.2,42.6,45.8,2.04,36,194,0,1,0.0,31.9,1,46.7,34.5,52.1,67.3,75.0,64.1,vocabulary,speaking,DECLINING
117,9,USER,261,1538,10,9,0,0,51.6,40.9,3,4,8,5,6,11,14,29,83,66.8,61.0,65.0,1.52,29,143,0,1,0.0,69.3,1,49.2,71.4,75.1,61.5,86.4,57.6,vocabulary,listening,STABLE
118,8,USER,834,2349,22,4,271,1,41.9,27.5,5,11,23,17,24,43,52,92,256,47.1,46.2,43.7,1.89,137,444,6,4,53.6,63.5,2,51.4,48.6,37.5,42.7,62.0,33.9,vocabulary,grammar,STABLE
119,11,USER,32,1248,0,11,0,0,38.5,35.9,2,4,5,3,4,7,5,10,24,53.0,55.6,57.7,1.64,17,40,2,0,63.1,0.0,0,61.7,65.8,42.3,61.0,45.0,61.5,speaking,reading,DECLINING
120,10,USER,150,743,0,17,0,0,33.9,34.2,0,0,0,0,0,0,0,0,0,41.7,45.5,49.6,1.95,2,5,0,0,0.0,0.0,3,48.5,48.3,39.1,57.2,69.2,60.1,vocabulary,reading,DECLINING
121,9,USER,97,2205,3,3,0,0,45.9,46.8,3,8,18,6,10,29,54,84,198,49.4,51.2,51.9,2.21,121,259,2,5,66.2,34.8,0,55.2,36.2,49.7,56.8,64.2,53.0,vocabulary,speaking,STABLE
122,8,USER,150,1673,3,2,0,0,65.4,60.6,2,7,12,5,10,16,16,40,85,59.2,60.9,60.3,1.47,62,167,2,0,59.2,0.0,2,38.5,88.8,58.4,57.1,58.9,60.8,speaking,listening,STABLE
123,8,ADMIN,70,2051,8,8,0,0,76.5,59.8,3,12,18,10,19,35,33,76,175,52.0,51.8,51.0,1.84,119,304,0,3,0.0,61.9,0,53.0,70.2,59.4,40.1,42.6,46.8,speaking,writing,STABLE
124,4,USER,708,2672,20,0,171,1,100.0,100.0,6,11,19,6,16,42,143,218,321,63.0,68.4,63.4,1.25,120,534,2,4,75.9,61.8,1,66.0,59.8,57.3,76.3,62.1,63.2,writing,reading,STABLE
125,11,USER,411,1993,10,2,0,0,55.3,73.8,2,8,13,9,16,30,92,122,197,56.9,62.3,63.0,1.59,55,269,1,4,60.0,60.7,0,38.5,69.6,60.0,51.4,59.6,73.1,grammar,listening,DECLINING
126,8,USER,190,1866,17,3,0,0,47.7,46.4,4,10,19,10,19,27,44,97,182,44.7,49.5,47.4,2.2,117,247,1,1,59.2,37.7,3,50.7,32.5,41.0,58.2,47.1,56.9,writing,speaking,STABLE
127,10,USER,365,3069,10,5,101,1,98.8,99.8,4,11,23,10,19,48,55,133,307,73.9,74.4,73.8,1.36,202,538,4,2,66.8,89.2,1,63.7,81.1,68.3,56.5,92.7,72.7,vocabulary,writing,STABLE
128,5,USER,598,2318,14,6,0,0,70.6,68.5,6,8,17,14,23,34,29,72,174,51.4,62.6,65.2,1.67,96,323,3,3,64.4,89.8,5,57.6,83.6,72.8,78.7,58.2,89.1,grammar,listening,DECLINING
129,5,USER,256,1613,12,4,0,0,57.8,46.9,4,7,13,8,12,17,51,77,107,70.3,63.2,59.3,1.86,42,156,0,3,0.0,53.0,0,67.1,53.1,55.5,60.8,68.8,41.5,vocabulary,grammar,IMPROVING
130,7,USER,61,1313,3,11,0,0,74.7,83.4,3,5,10,2,4,7,17,33,64,60.2,56.9,55.8,1.51,17,69,0,0,0.0,0.0,0,51.3,40.5,57.5,48.0,66.2,58.5,vocabulary,speaking,STABLE
131,3,USER,441,2215,17,4,0,0,95.8,100.0,4,8,16,16,21,29,44,89,249,55.8,54.8,52.6,1.77,124,317,2,1,50.2,61.6,0,49.9,55.4,23.6,56.1,53.3,75.1,grammar,reading,STABLE
132,5,USER,65,1333,14,3,0,0,84.8,100.0,2,5,11,3,7,15,20,37,98,47.5,54.0,55.8,1.91,57,143,0,0,0.0,0.0,1,48.7,54.6,56.3,60.2,66.8,38.5,vocabulary,grammar,DECLINING
133,8,USER,695,2268,12,5,0,0,70.7,57.8,6,14,18,10,18,38,130,187,272,56.5,51.8,52.0,1.86,138,379,3,3,41.4,53.0,3,68.0,50.3,58.4,42.4,58.6,51.2,listening,writing,IMPROVING
134,9,USER,69,2239,13,1,0,0,66.3,66.5,4,9,16,3,9,25,81,116,191,68.1,64.5,60.7,1.65,44,217,2,2,63.0,57.2,1,44.9,65.2,57.9,57.9,65.8,45.3,vocabulary,listening,IMPROVING
135,5,USER,250,1255,0,9,0,0,51.1,33.8,4,4,8,2,5,8,17,39,67,59.6,62.4,58.5,1.42,26,93,1,0,74.9,0.0,0,63.7,54.8,40.1,66.8,50.5,48.0,writing,reading,STABLE
136,8,USER,0,1033,0,8,0,0,49.1,45.4,3,3,5,2,5,8,19,38,75,46.7,52.7,52.2,1.67,32,80,0,0,0.0,0.0,0,48.3,73.5,52.0,48.1,60.5,46.0,speaking,grammar,DECLINING
137,6,USER,410,2879,17,4,0,0,81.8,71.0,5,11,23,14,27,41,83,224,320,61.3,68.9,69.8,1.83,130,445,4,2,81.5,86.2,0,72.3,76.1,78.0,77.9,56.1,73.0,reading,vocabulary,DECLINING
138,8,USER,126,1482,5,4,0,0,47.1,51.7,3,7,9,3,7,13,43,57,92,29.1,32.1,34.6,2.28,30,126,2,1,71.1,23.7,0,34.7,30.2,36.6,62.9,38.8,27.5,writing,grammar,STABLE
139,11,USER,287,2887,18,0,0,0,68.8,86.5,5,8,19,13,31,41,59,110,261,63.1,67.0,60.4,1.71,152,397,5,6,60.7,75.1,1,55.5,65.3,54.6,56.9,55.5,67.1,grammar,reading,STABLE
140,4,USER,500,2296,16,4,0,0,75.1,87.8,5,9,20,16,25,46,49,127,234,48.8,51.3,55.4,2.08,212,451,2,4,62.0,43.9,4,52.0,38.0,62.7,55.3,32.5,68.9,grammar,vocabulary,DECLINING
141,4,USER,399,2041,18,1,0,0,83.1,88.9,4,10,19,12,19,34,98,148,243,55.4,61.4,58.6,1.67,136,358,4,3,37.9,58.9,0,61.4,58.3,75.5,43.8,53.9,68.7,reading,writing,STABLE
142,12,USER,66,1479,12,2,0,0,40.8,28.1,5,6,9,3,5,12,23,36,99,57.1,50.5,52.7,1.69,41,118,0,0,0.0,0.0,1,70.4,55.3,39.8,37.6,49.1,48.4,listening,writing,IMPROVING
143,10,USER,314,2127,10,2,0,0,73.7,98.3,6,12,15,13,16,34,39,104,198,75.2,76.1,71.7,1.34,98,348,2,1,70.9,93.7,0,63.9,97.2,68.7,64.5,80.4,65.1,speaking,listening,STABLE
144,8,USER,0,2098,19,4,0,0,69.2,97.3,3,9,20,14,18,33,115,163,246,57.9,49.4,52.7,1.72,103,324,4,3,35.4,56.8,0,66.2,50.3,41.7,35.3,47.5,61.8,listening,writing,STABLE
145,1,USER,71,2193,0,5,0,0,54.7,70.7,3,7,13,10,14,26,114,145,205,56.6,47.1,46.2,1.56,71,213,1,1,38.5,53.2,2,39.6,48.0,52.7,41.8,26.2,61.6,grammar,vocabulary,IMPROVING
146,9,USER,171,1778,4,7,0,0,92.9,93.7,5,10,16,12,19,29,78,120,184,56.6,60.5,58.9,1.72,119,263,3,3,65.3,59.7,4,49.3,60.0,61.4,55.0,71.3,66.4,vocabulary,listening,STABLE
147,10,USER,481,3363,15,4,0,0,55.1,48.7,7,8,17,11,18,38,92,135,326,65.6,69.6,69.6,1.61,155,452,2,1,65.5,72.1,1,59.7,73.0,87.8,63.1,69.5,52.4,reading,grammar,STABLE
148,3,USER,0,950,23,7,0,0,69.7,73.2,2,5,9,7,9,16,27,48,88,45.5,48.6,52.0,1.93,83,175,1,1,50.2,80.2,0,46.9,75.9,57.7,46.2,51.6,45.1,speaking,grammar,DECLINING
149,6,USER,656,2985,20,4,218,1,75.8,100.0,5,7,27,9,24,56,152,226,344,57.4,61.2,57.6,1.6,179,580,7,5,54.5,78.7,1,51.5,65.8,51.4,54.1,59.7,61.8,speaking,reading,STABLE
150,2,USER,508,2770,9,1,0,0,57.0,61.8,1,9,19,13,26,46,103,163,246,77.8,76.6,73.5,1.68,131,442,2,3,77.4,91.3,2,70.4,87.5,72.2,74.8,58.4,65.7,speaking,vocabulary,STABLE
151,4,USER,798,1679,11,0,327,1,97.0,70.1,5,7,17,8,16,22,44,76,108,80.2,82.5,79.9,1.79,46,247,1,1,76.8,86.9,5,83.0,87.7,81.7,77.1,77.1,66.7,speaking,grammar,STABLE
152,3,USER,936,1919,10,0,353,1,81.6,88.9,5,10,19,8,17,23,56,82,197,75.4,70.1,68.3,1.19,114,287,0,2,0.0,63.5,1,49.2,66.6,66.6,79.5,76.4,64.0,writing,listening,IMPROVING
153,12,USER,112,900,14,0,0,0,51.4,47.7,4,10,11,3,5,10,19,41,66,47.5,45.7,48.0,2.01,46,121,0,2,0.0,60.5,0,60.2,64.8,64.7,21.1,68.0,74.3,grammar,writing,STABLE
154,4,USER,263,2770,17,6,0,0,72.9,68.1,6,12,25,16,27,41,55,136,255,62.4,58.7,59.4,1.32,107,403,2,1,56.3,62.8,1,58.2,72.6,57.7,53.4,46.3,61.3,speaking,vocabulary,STABLE
155,9,USER,453,2237,16,3,0,0,43.6,61.1,5,8,27,13,22,43,84,154,233,49.7,50.3,50.9,2.19,90,389,2,1,51.7,49.1,0,57.9,40.2,52.0,47.1,74.9,54.0,vocabulary,speaking,STABLE
156,8,USER,724,2544,9,1,255,1,78.5,73.9,6,11,20,9,18,30,70,137,221,69.9,63.5,60.5,1.71,153,334,5,2,52.7,72.7,5,56.9,67.3,59.4,44.1,55.1,56.5,speaking,writing,IMPROVING
157,8,USER,376,2171,20,3,0,0,74.5,47.1,3,9,18,8,11,28,78,149,234,57.8,65.2,61.7,1.14,69,296,2,3,76.8,83.7,1,67.8,79.9,60.9,67.4,55.9,67.6,speaking,vocabulary,STABLE
158,7,USER,100,2203,10,0,0,0,84.4,87.8,5,11,21,7,17,28,38,67,190,63.4,68.0,65.8,1.87,70,291,2,3,80.9,65.0,3,76.4,59.5,69.1,70.4,66.1,50.4,listening,grammar,STABLE
159,10,USER,34,1537,8,2,0,0,36.3,24.5,4,8,12,5,10,21,42,67,169,49.2,52.6,53.7,1.87,51,190,3,2,64.4,52.8,0,58.1,50.0,40.7,50.2,63.6,56.3,vocabulary,reading,STABLE
160,5,USER,206,2659,11,0,0,0,100.0,94.5,2,12,24,12,19,48,81,136,318,42.2,47.7,48.9,1.96,159,454,4,5,61.5,52.8,0,45.8,44.8,50.7,61.3,48.8,71.0,grammar,speaking,DECLINING
161,8,USER,339,1905,13,4,44,1,58.4,75.3,4,9,15,11,19,30,65,94,181,60.1,62.8,59.8,1.43,57,263,0,3,0.0,51.1,1,47.6,49.9,57.4,63.6,66.6,67.1,grammar,listening,STABLE
162,9,USER,212,1250,11,8,0,0,65.7,75.9,4,7,11,3,5,11,35,66,93,70.5,69.9,75.8,1.77,52,121,0,2,0.0,75.3,0,62.1,71.9,42.9,56.9,86.1,84.8,vocabulary,reading,DECLINING
163,5,USER,292,1511,8,0,0,0,68.6,64.0,4,11,19,8,15,21,30,84,140,64.7,57.9,57.2,1.5,67,238,0,1,0.0,41.6,1,51.3,40.3,56.0,71.1,54.8,84.5,grammar,speaking,IMPROVING
164,3,USER,257,2108,9,0,0,0,72.1,76.0,5,7,14,11,21,33,53,92,167,64.3,68.8,66.4,1.42,84,335,3,1,62.3,60.6,0,72.5,59.1,74.9,60.7,78.6,63.4,vocabulary,speaking,STABLE
165,12,USER,149,2093,9,9,0,0,61.7,40.9,3,8,16,5,12,32,90,113,155,68.3,65.3,68.4,2.09,99,298,3,4,86.1,82.1,3,88.2,80.5,70.3,79.4,64.6,75.3,listening,vocabulary,STABLE
166,3,USER,484,2513,12,2,103,1,60.5,64.2,4,11,20,10,21,36,79,119,232,56.6,56.5,59.4,2.1,81,393,0,7,0.0,44.2,4,45.7,33.6,62.4,51.8,59.6,57.9,reading,speaking,STABLE
167,1,USER,459,1654,14,4,114,1,46.0,60.1,5,12,18,6,11,28,56,70,141,58.7,55.1,57.2,1.61,97,284,1,1,47.4,63.1,1,49.8,59.8,51.1,39.9,47.3,73.6,grammar,writing,STABLE
168,2,USER,167,1103,11,5,0,0,72.6,96.2,1,6,12,6,10,15,22,32,91,47.2,55.5,54.2,2.08,65,142,5,2,77.9,55.8,0,53.6,49.5,60.6,73.2,54.4,57.6,writing,speaking,DECLINING
169,7,ADMIN,60,2832,9,4,0,0,67.6,92.0,4,8,20,20,27,40,114,150,270,64.0,69.3,68.9,1.56,121,408,3,2,56.0,70.4,3,66.7,64.0,55.5,56.3,80.9,60.5,vocabulary,reading,STABLE
170,9,USER,476,1846,15,2,0,0,43.7,50.1,5,5,13,7,14,27,46,78,120,56.0,59.2,54.4,1.95,53,243,4,3,48.2,46.3,0,45.1,58.6,55.9,45.7,65.2,71.4,grammar,listening,STABLE
171,6,USER,0,1529,3,7,0,0,41.9,37.5,6,6,10,7,11,17,55,77,104,57.5,56.5,52.2,1.82,56,159,2,0,70.4,0.0,0,46.2,55.8,36.1,65.6,51.6,52.9,writing,reading,IMPROVING
172,7,USER,248,1342,4,7,0,0,71.6,90.1,2,2,5,1,2,4,10,24,35,63.1,64.0,67.7,1.93,13,55,0,0,0.0,0.0,0,53.8,64.9,83.4,60.9,56.1,79.4,reading,listening,DECLINING
173,7,USER,386,2496,21,0,351,1,73.5,83.3,4,8,19,17,26,35,112,158,280,50.4,57.5,64.1,2.0,186,389,4,0,70.7,0.0,0,72.8,65.1,66.3,77.0,65.3,49.6,writing,grammar,DECLINING
174,12,USER,522,1304,12,8,0,0,44.8,53.1,3,4,7,3,6,12,17,38,74,53.4,49.9,49.6,1.54,46,109,0,0,0.0,0.0,1,47.3,52.3,50.4,48.6,39.6,47.3,speaking,vocabulary,STABLE
175,4,USER,708,2675,14,0,206,1,99.1,92.9,5,11,20,9,26,44,94,157,346,57.9,61.7,54.9,1.62,223,473,5,7,70.0,69.9,0,43.6,62.0,62.4,67.1,63.5,59.4,writing,listening,STABLE
176,7,USER,228,1346,13,6,0,0,48.5,23.6,2,7,13,5,7,17,16,40,92,49.9,53.7,52.0,1.48,55,150,2,1,38.1,56.4,1,63.4,48.0,65.3,33.0,37.5,61.5,reading,writing,STABLE
177,4,USER,147,1527,4,8,0,0,40.2,27.0,2,7,11,5,8,17,26,44,103,53.9,48.3,44.2,1.88,64,167,2,1,42.2,60.3,0,36.6,52.0,41.1,50.5,44.1,53.1,grammar,listening,IMPROVING
178,6,USER,133,1663,4,0,0,0,99.1,100.0,3,13,14,5,9,17,56,74,125,60.2,56.8,57.3,1.5,36,157,1,2,83.3,65.6,0,58.3,58.9,57.1,83.2,61.0,48.6,writing,grammar,STABLE
179,11,USER,0,1755,9,5,0,0,49.9,82.4,3,5,13,10,15,25,36,65,161,51.9,53.5,56.8,2.05,103,245,0,0,0.0,0.0,1,44.3,54.7,43.9,51.6,29.5,78.3,grammar,vocabulary,STABLE
180,3,USER,496,1663,13,3,0,0,62.1,68.7,4,9,15,6,9,20,54,89,145,68.8,69.7,63.4,1.54,52,223,1,5,61.8,68.7,2,79.5,65.0,56.8,73.3,57.9,63.2,listening,reading,IMPROVING
181,12,USER,0,1156,2,7,0,0,51.6,37.2,2,6,14,3,7,12,38,70,95,38.0,44.4,45.4,1.87,35,157,2,0,46.0,0.0,3,44.4,55.5,43.7,46.7,39.6,46.1,speaking,vocabulary,DECLINING
182,5,USER,163,1814,12,0,0,0,79.3,92.6,4,12,13,8,15,21,39,88,154,55.1,54.7,51.9,1.56,45,200,4,2,37.9,78.8,2,59.2,72.1,49.7,40.6,47.2,53.9,speaking,writing,STABLE
183,7,USER,67,1890,23,5,0,0,61.5,72.5,4,11,19,5,8,22,73,111,166,52.9,51.3,54.4,2.15,93,235,0,2,0.0,62.7,0,77.3,67.0,51.9,46.8,46.9,62.8,listening,writing,STABLE
184,11,USER,123,2212,12,6,0,0,62.4,61.2,3,8,16,11,21,30,106,136,207,56.3,54.9,57.4,1.87,78,333,4,0,65.2,0.0,1,56.6,59.7,72.7,62.9,52.5,39.0,reading,grammar,STABLE
185,1,USER,810,2710,15,5,0,0,84.5,98.3,5,12,20,19,26,42,69,122,293,52.1,50.3,49.6,1.64,115,411,2,2,56.6,64.6,0,46.6,52.0,49.2,54.3,65.2,38.8,vocabulary,grammar,STABLE
186,4,USER,255,2527,22,4,0,0,44.9,47.2,6,10,13,4,10,20,58,106,188,58.1,56.7,57.6,2.12,62,220,3,1,64.1,70.9,0,58.0,66.3,53.4,59.2,57.0,60.5,speaking,reading,STABLE
187,12,USER,518,2753,14,2,0,0,75.5,89.9,2,9,18,12,24,39,118,174,320,62.0,60.6,64.1,1.43,143,368,2,4,59.5,65.2,0,55.6,67.9,55.8,63.4,58.3,74.6,grammar,listening,STABLE
188,7,USER,427,3348,27,3,0,0,88.7,73.7,5,8,25,12,22,51,117,233,375,64.7,60.3,56.6,1.79,149,483,3,4,57.5,60.4,0,60.2,62.6,47.0,55.5,41.0,53.5,speaking,vocabulary,IMPROVING
189,5,USER,51,1540,13,10,0,0,69.2,50.5,3,7,16,4,10,16,39,52,118,35.5,37.9,41.3,1.99,45,160,0,0,0.0,0.0,3,44.4,48.4,42.9,55.7,33.7,31.9,writing,grammar,DECLINING
190,7,USER,448,1956,19,6,254,1,59.3,41.5,5,8,17,11,18,28,29,80,136,61.3,59.9,55.4,1.75,68,270,4,5,62.1,67.3,1,54.7,68.4,69.7,60.1,59.1,26.1,reading,grammar,IMPROVING
191,9,USER,406,2277,3,8,0,0,53.1,58.1,5,7,12,5,10,19,42,103,162,63.1,64.3,68.2,1.8,81,216,0,2,0.0,53.1,2,42.9,52.3,83.7,64.2,69.4,68.5,reading,listening,DECLINING
192,6,USER,77,3347,29,1,108,1,64.2,63.3,4,10,27,21,42,60,70,176,271,69.4,63.5,64.2,1.67,232,599,9,0,76.9,0.0,4,49.9,65.7,71.6,62.5,70.9,81.5,grammar,listening,IMPROVING
193,6,USER,0,1356,2,0,0,0,64.4,71.0,4,4,8,5,7,12,32,66,89,63.4,64.6,63.3,1.42,48,107,1,0,80.9,0.0,0,70.1,49.6,62.6,73.9,76.3,62.2,vocabulary,speaking,STABLE
194,8,USER,170,3172,18,4,0,0,40.6,38.2,4,8,22,9,22,46,172,246,363,62.2,59.0,61.8,1.52,222,484,5,1,84.1,58.9,0,71.8,58.4,69.8,76.8,56.5,53.3,writing,grammar,STABLE
195,7,USER,367,1835,5,2,0,0,49.2,50.3,3,7,15,11,17,29,46,66,168,57.9,51.8,58.1,1.5,106,279,3,3,63.7,41.5,1,49.2,52.4,61.4,56.9,72.7,52.0,vocabulary,listening,STABLE
196,7,USER,558,3311,17,2,0,0,89.9,86.2,5,14,27,26,36,60,95,258,359,72.1,68.1,66.5,1.31,224,611,6,5,67.5,57.3,0,64.4,59.0,85.5,63.4,66.7,61.5,reading,speaking,IMPROVING
197,9,USER,468,1499,11,9,0,0,19.8,36.5,2,4,6,2,5,8,19,32,46,54.4,54.6,54.6,1.57,54,117,0,0,0.0,0.0,1,46.2,61.2,53.1,47.0,48.0,39.6,speaking,grammar,STABLE
198,7,USER,0,620,5,6,0,0,38.3,41.5,1,1,2,1,1,3,10,15,25,40.3,46.4,50.4,1.95,9,24,0,0,0.0,0.0,0,35.7,43.9,53.8,50.3,76.9,50.0,vocabulary,listening,DECLINING
199,3,USER,315,1450,7,1,0,0,57.6,48.4,3,12,14,4,5,14,15,37,89,57.8,64.1,62.8,1.41,67,143,0,0,0.0,0.0,0,61.3,59.5,41.6,65.2,78.5,76.9,vocabulary,reading,STABLE
200,5,USER,16,1396,9,4,0,0,58.3,57.6,5,7,11,4,6,9,19,29,54,65.9,64.5,60.0,1.42,27,82,0,0,0.0,0.0,0,62.9,56.6,58.2,77.8,62.5,62.8,writing,speaking,IMPROVING
201,1,ADMIN,730,1668,20,2,320,1,50.1,60.0,4,4,13,5,10,21,39,98,143,56.7,48.1,43.3,1.99,42,207,0,1,0.0,67.5,2,52.2,61.2,28.0,50.5,37.6,42.1,speaking,reading,IMPROVING
202,7,ADMIN,217,1647,1,4,0,0,80.7,99.4,1,4,8,8,11,15,24,58,124,56.7,62.3,66.3,1.69,27,128,0,4,0.0,85.1,2,61.3,81.4,60.3,70.1,56.1,67.0,speaking,vocabulary,DECLINING
203,10,USER,125,2308,15,5,0,0,66.2,68.4,3,9,16,12,15,27,101,172,258,56.2,59.5,58.4,1.84,59,308,2,4,61.3,68.0,0,56.9,58.5,71.7,67.1,50.6,68.0,reading,vocabulary,STABLE
204,3,USER,304,2369,4,2,0,0,78.1,68.2,5,11,18,20,25,36,144,183,256,59.8,56.3,57.9,1.58,108,338,4,2,54.6,34.0,4,57.9,51.9,53.8,47.5,68.4,51.4,vocabulary,writing,STABLE
205,10,USER,472,2555,13,2,143,1,62.5,57.3,5,9,26,13,22,45,71,145,237,68.9,66.2,60.8,1.6,113,460,5,6,57.0,68.9,0,56.4,68.2,83.5,57.1,55.8,60.5,reading,vocabulary,IMPROVING
206,11,USER,349,3418,17,0,146,1,57.9,56.7,4,12,29,11,25,53,121,209,438,82.8,64.9,65.1,1.0,178,590,6,4,64.8,76.0,1,58.1,77.1,66.7,65.9,53.1,60.1,speaking,vocabulary,IMPROVING
207,8,USER,0,1276,1,6,0,0,72.7,80.7,1,5,13,5,7,14,34,58,88,53.0,59.6,62.1,1.64,29,137,2,5,67.6,22.0,3,60.1,35.6,55.9,67.0,67.4,58.3,vocabulary,speaking,DECLINING
208,3,USER,652,2947,19,1,0,0,92.4,100.0,4,11,27,31,40,55,80,153,379,61.9,54.7,54.3,2.0,114,522,2,8,57.0,68.6,0,72.4,63.7,46.6,51.8,56.7,81.5,grammar,reading,IMPROVING
209,7,USER,175,1543,12,4,0,0,45.7,40.9,5,11,18,6,14,29,76,114,180,54.6,52.2,49.3,1.69,85,280,1,2,60.1,60.8,0,68.7,61.2,45.2,51.8,45.4,48.5,listening,reading,IMPROVING
210,8,USER,212,2341,24,4,0,0,78.1,73.2,3,7,18,11,23,32,70,141,228,58.1,66.6,66.5,1.59,105,342,4,3,53.5,85.8,3,56.0,78.6,64.2,65.6,70.1,60.8,speaking,listening,DECLINING
211,3,USER,580,3052,16,5,0,0,97.6,100.0,4,9,20,12,28,41,112,183,319,76.3,70.1,70.9,1.46,171,437,2,3,75.9,60.6,0,64.5,59.6,65.4,79.7,66.0,78.9,writing,speaking,IMPROVING
212,12,USER,352,1811,12,0,0,0,62.3,77.2,4,6,14,10,18,25,48,106,171,71.3,77.2,72.0,1.48,69,243,2,2,68.5,87.3,0,67.7,85.6,77.2,70.6,70.7,75.9,speaking,listening,STABLE
213,11,USER,27,1372,11,5,0,0,78.2,80.3,1,3,6,2,4,6,17,21,46,67.0,71.7,74.3,1.05,11,55,1,0,68.1,0.0,1,60.5,76.6,81.7,74.0,72.6,57.0,reading,grammar,DECLINING
214,12,USER,304,2833,13,0,0,0,65.0,55.5,6,9,26,20,26,39,96,164,271,70.2,64.9,60.2,1.66,117,368,1,5,53.2,51.8,2,36.8,53.5,53.7,62.4,63.8,74.7,grammar,listening,IMPROVING
215,1,USER,147,2124,4,2,0,0,35.0,37.1,4,8,15,8,14,28,72,92,186,59.0,62.8,62.1,2.08,80,271,3,2,76.4,46.9,1,54.9,49.7,65.5,69.9,82.7,64.5,vocabulary,speaking,STABLE
216,9,USER,670,1540,8,3,222,1,65.7,84.8,2,11,13,3,5,11,34,45,74,74.0,65.4,66.5,1.67,66,145,3,0,76.2,0.0,1,76.0,49.0,79.4,64.3,71.8,56.4,reading,speaking,IMPROVING
217,5,USER,65,1418,18,7,0,0,55.5,39.4,4,4,7,2,4,10,13,33,65,55.6,57.2,55.8,1.56,21,69,0,1,0.0,38.3,0,50.5,48.1,62.1,53.2,59.0,68.6,grammar,speaking,STABLE
218,11,USER,133,2972,16,1,0,0,79.7,90.0,4,11,20,18,26,43,93,241,349,56.4,59.4,57.5,1.86,88,462,6,4,71.6,54.3,0,60.4,60.9,60.2,58.0,41.1,60.2,speaking,vocabulary,STABLE
219,7,USER,825,3000,15,0,189,1,71.7,83.5,4,10,21,9,20,46,58,138,289,50.0,52.5,56.2,1.58,170,468,2,7,65.6,58.8,1,46.8,60.7,56.9,59.7,47.1,64.4,grammar,listening,DECLINING
220,8,USER,203,1935,18,10,0,0,59.2,57.1,4,5,11,6,11,18,35,48,124,63.8,71.5,71.6,1.56,64,174,1,2,50.8,69.6,0,81.3,63.5,81.6,49.1,76.4,68.4,reading,writing,DECLINING
221,8,USER,351,3633,25,0,0,0,81.8,100.0,5,10,23,16,20,52,118,260,359,52.4,57.7,63.4,2.1,234,514,3,3,83.8,55.5,2,51.0,54.8,54.7,77.1,58.4,57.5,writing,listening,DECLINING
222,5,USER,247,1396,13,6,0,0,34.5,59.7,2,6,10,3,6,11,26,37,51,49.9,58.9,59.8,1.68,46,116,0,0,0.0,0.0,0,45.6,58.9,56.0,61.6,60.2,62.2,grammar,listening,DECLINING
223,11,USER,14,1471,12,4,0,0,35.0,25.2,5,8,13,3,8,16,45,84,153,48.5,51.3,58.4,2.19,52,178,1,1,72.9,50.3,0,57.0,54.3,58.8,73.7,52.6,58.9,writing,vocabulary,DECLINING
224,7,USER,114,1804,12,5,0,0,82.7,61.3,3,9,13,9,14,23,40,84,179,63.5,63.2,63.2,1.71,71,228,2,2,71.3,80.2,0,51.4,73.7,61.0,64.1,66.7,77.2,grammar,listening,STABLE
225,2,USER,733,2882,26,1,347,1,81.3,91.3,5,13,29,16,35,47,94,180,322,74.4,65.3,62.2,1.38,178,501,3,6,65.6,62.8,2,44.6,56.9,76.5,55.5,65.6,52.9,reading,listening,IMPROVING
226,6,USER,96,1728,6,4,0,0,40.6,53.4,3,8,12,10,13,23,50,81,175,57.3,57.4,59.0,1.8,84,184,2,2,70.1,60.9,1,66.1,49.1,63.7,74.7,62.7,37.0,writing,grammar,STABLE
227,3,USER,188,1546,7,4,0,0,32.0,31.8,0,5,9,4,5,10,17,40,84,64.5,64.8,65.5,1.84,25,92,1,0,69.8,0.0,5,77.5,55.5,92.8,66.7,78.9,74.0,reading,speaking,STABLE
228,9,USER,4,2504,19,0,0,0,51.3,53.8,4,12,15,7,12,25,75,125,196,78.7,68.7,66.9,1.25,109,290,2,5,67.2,90.3,0,69.5,87.2,72.3,67.2,62.4,55.0,speaking,grammar,IMPROVING
229,8,USER,0,2228,14,6,0,0,42.7,51.1,4,6,13,4,10,28,49,75,190,76.2,70.3,69.5,1.56,138,302,3,1,52.2,45.1,0,67.5,51.1,52.0,55.3,81.0,63.2,vocabulary,speaking,IMPROVING
